Object ID,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Total Population - Margin of Error,Population Less Than 18 Years,Population Less Than 18 Years - Margin of Error,Percent of Population that is Less Than 18 Years,Percent of Population that is Less Than 18 Years - Margin of Error,Population 65 Years and Over,Population 65 Years and Over - Margin of Error,Percent of Population that is 65 Years and Over,Percent of Population that is 65 Years and Over - Margin of Error,Population in Dependent Age Groups (under 18 and 65+),Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Percent of Population in Dependent Age Groups (under 18 and 65+),Percent of Population in Dependent Age Groups (under 18 and 65+) - Margin of Error,Median Age of Total Population,Median Age of Total Population - Margin of Error,"White Alone, Not Hispanic or Latino Population","White Alone, Not Hispanic or Latino Population - Margin of Error","Black or African American Alone, Not Hispanic or Latino Population","Black or African American Alone, Not Hispanic or Latino Population - Margin of Error","American Indian and Alaska Native Alone, Not Hispanic or Latino Population","American Indian and Alaska Native Alone, Not Hispanic or Latino Population - Margin of Error","Asian Alone, Not Hispanic or Latino Population","Asian Alone, Not Hispanic or Latino Population - Margin of Error","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population","Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino Population - Margin of Error","Some Other Race Alone, Not Hispanic or Latino Population","Some Other Race Alone, Not Hispanic or Latino Population - Margin of Error","Two or More Races, Not Hispanic or Latino Population","Two or More Races, Not Hispanic or Latino Population - Margin of Error",Hispanic or Latino Population,Hispanic or Latino Population - Margin of Error,"Percent of Population that is White Alone, Not Hispanic or Latino","Percent of Population that is White Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Black or African American Alone, Not Hispanic or Latino","Percent of Population that is Black or African American Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino","Percent of Population that is American Indian and Alaska Native Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Asian Alone, Not Hispanic or Latino","Percent of Population that is Asian Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino","Percent of Population that is Native Hawaiian and Other Pacific Islander Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino","Percent of Population that is Some Other Race Alone, Not Hispanic or Latino - Margin of Error","Percent of Population that is 2 or More Races, Not Hispanic or Latino","Percent of Population that is 2 or More Races, Not Hispanic or Latino - Margin of Error",Percent of Population that is Hispanic or Latino,Percent of Population that is Hispanic or Latino - Margin of Error,Foreign-Born Population,Foreign-Born Population - Margin of Error,Percent of Population that is Foreign Born,Percent of Population that is Foreign Born - Margin of Error,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,Total Housing Units,Total Housing Units - Margin of Error,Occupied Housing Units,Occupied Housing Units - Margin of Error,Vacant Housing Units,Vacant Housing Units - Margin of Error,Total Occupied Housing Units,Total Occupied Housing Units - Margin of Error,Owner-Occupied Housing Units,Owner-Occupied Housing Units - Margin of Error,Renter-Occupied Housing Units,Renter-Occupied Housing Units - Margin of Error,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied,Homeownership Rate: Percent of Occupied Housing Units that are Owner-Occupied - Margin of Error,Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent),Median Contract Rent (Contract Rent for Renter-Occupied Housing Units Paying Cash Rent) - Margin of Error,Median Home Value (for Owner-Occupied Housing Units),Median Home Value (for Owner-Occupied Housing Units) - Margin of Error,Shape Area,Shape Length,Predominant Race,Predominant Race Color,Percent People of Color,Population per Gross Land Acre,Gross Land Acres,Housing Units per Gross Land Acre,Percent Occupied Housing Units,Percent of Occupied Housing who are Renters,Households per Gross Land Acre,x,y
95511,53033005201,699701,73218,Census Tract 52.01,Washington,King County,3811,753,456,153,12,3.24474771260722,240,104,6.3,2.42874904309818,696,185,18.3,3.24709854280789,28.9,1.6,2222,574,164,107,16,26,762,312,0,13,0,13,455,205,192,194,58.3,9.7024750153011,4.3,2.67581640903589,0.4,0.677173613153546,20,7.17051320750745,0,0.341117816845972,0,0.341117816845972,11.9,4.83430735157477,5,4.99224938641418,982,324,25.8,6.80864720523846,73333,25484,1734,190,1646,205,88,95,1646,205,568,128,1078,202,34.5,6.48089923309225,1661,109,1003000,178748,1541482.59375,6459.97304860791,White (Non-Hispanic),719ed9,41.69509315140383,22.04165754481716,172.8998825179603,10.028925264422186,94.92502883506344,65.49210206561361,9.519960199099723,,
95512,53033005202,269234,19268,Census Tract 52.02,Washington,King County,3002,650,39,46,1.3,1.50627173114396,12,51,0.4,1.69666125132801,51,69,1.7,2.26884231543403,24.3,1.6,1343,460,35,42,0,13,1336,341,15,24,0,13,138,116,135,82,44.7,11.8730442876103,1.2,1.37610420393243,0,0.433044636908728,44.5,6.01463336715996,0.5,0.792112777536299,0,0.433044636908728,4.6,3.73369740049934,4.5,2.55207079895731,1131,332,37.7,7.46752558131957,46830,25537,1887,230,1479,220,408,172,1479,220,44,41,1435,214,3,2.73659446054983,1601,183,,,593084.90625,3868.31406341602,White (Non-Hispanic),719ed9,55.26315789473685,45.123063877684736,66.52917027393204,28.36349818027685,78.37837837837837,97.02501690331304,22.230849925081856,,
95513,53033005303,2432843,749176,Census Tract 53.03,Washington,King County,3696,1043,98,144,2.7,3.82357793092203,0,45,0,1.21753246753247,98,151,2.7,4.01639330599675,19.5,0.5,1608,454,165,153,9,14,1286,431,27,27,0,13,331,136,270,91,43.5,0.388624579050539,4.5,3.94325477642228,0.2,0.372502696984563,34.8,6.29084572331659,0.7,0.700828602952123,0,0.351731601731602,9,2.67448192812398,7.3,1.34619567408106,1090,428,29.5,8.05211816995319,,,24,17,24,17,0,13,24,17,0,13,24,17,0,54.1666666666667,1000,320,,,5358621.484375,11174.5103518585,White (Non-Hispanic),719ed9,56.493506493506494,6.148025720192433,601.1685975647342,0.0399222449363145,100,100,0.0399222449363145,,
95514,53033005304,73030,0,Census Tract 53.04,Washington,King County,3507,420,66,53,1.9,1.49436233905736,0,45,0,1.28314798973482,66,70,1.9,1.98324235775173,19.2,0.3,1446,260,87,60,29,37,1328,241,19,25,0,13,336,103,262,89,41.2,5.52994760269247,2.5,1.68487075541909,0.8,1.05037462122385,37.9,5.16312787807662,0.5,0.709901091209319,0,0.370687197034502,9.6,2.70357728546904,7.5,2.3748350072219,897,172,25.6,3.83026378513367,21042,8950,148,37,148,37,0,13,148,37,0,13,148,37,0,8.78378378378378,1568,121,,,160864.546875,1845.80513675345,White (Non-Hispanic),719ed9,58.76817792985458,194.33555351713727,18.046106008547422,8.201215261059685,100,100,8.201215261059685,,
95515,53033005305,212967,0,Census Tract 53.05,Washington,King County,2055,390,36,67,1.8,3.2433453909578,67,68,3.3,3.25063756487392,103,95,5,4.52395058135774,23.2,2.4,712,230,183,201,75,116,827,279,0,13,0,13,119,86,139,110,34.6,9.05704235863111,8.9,9.63390985696776,3.6,5.60211362736847,40.2,11.2247534167313,0,0.632603406326034,0,0.632603406326034,5.8,4.0380398227437,6.8,5.19659700186369,774,254,37.7,10.0835866799662,26417,13207,1593,113,1215,174,378,140,1215,174,0,13,1215,174,0,1.06995884773663,1443,66,,,469159.5859375,2736.72415004152,Asian,14915a,65.35279805352798,39.0496647275486,52.62529177491879,30.270616015077824,76.27118644067797,100,23.08775797760173,,
95516,53033005306,200489,0,Census Tract 53.06,Washington,King County,3488,777,40,63,1.1,1.78803539331163,104,72,3,1.95444063023236,144,96,4.1,2.59409574283301,23.9,2.3,1196,755,187,152,75,96,1684,374,0,13,0,13,171,96,175,144,34.3,20.2531360166735,5.4,4.19095180745577,2.2,2.71029250693365,48.3,15.186882504785,0,0.372706422018349,0,0.372706422018349,4.9,2.52634673194353,5,3.97427687239624,1435,376,41.1,5.67556648747754,37833,19001,1845,234,1640,237,205,154,1640,237,58,90,1582,241,3.5,5.46395460312473,1710,79,,,441733.7421875,2693.78073826422,Asian,14915a,65.71100917431193,70.40503569438191,49.541910824971445,37.24119577297437,88.88888888888889,96.46341463414633,33.10328513153278,,
95517,53033005307,130030,0,Census Tract 53.07,Washington,King County,3190,485,29,41,0.9,1.27781305368601,33,59,1,1.84283024674178,62,72,1.9,2.23762630741176,20.3,0.2,1844,452,126,79,6,10,641,161,10,14,0,13,425,213,138,67,57.8,11.1143336088766,3.9,2.40257526847657,0.2,0.312172579645379,20.1,4.01734944670351,0.3,0.43627586256994,0,0.407523510971787,13.3,6.36246064192285,4.3,1.99467397845005,421,150,13.2,4.25259077047242,35684,14652,425,191,361,191,64,70,361,191,0,13,361,191,0,3.601108033241,878,85,,,286489.59375,2153.46191174563,White (Non-Hispanic),719ed9,42.194357366771165,99.28071973741257,32.131112752176115,13.227055137429575,84.94117647058823,100,11.235216246146063,,
95518,53033005401,756239,615226,Census Tract 54.01,Washington,King County,3133,375,178,72,5.7,2.19519816730975,196,102,6.3,3.16838358495398,374,125,11.9,3.72516094189516,30.9,1.5,2075,311,87,72,0,13,514,209,0,13,35,42,215,123,207,116,66.2,5.9744549564335,2.8,2.27395406282917,0,0.4149377593361,16.4,6.37535221731035,0,0.4149377593361,1.1,1.333882822401,6.9,3.8390623800317,6.6,3.61707898188216,521,176,16.6,5.25317112711428,126131,19239,2164,186,2003,212,161,121,2003,212,673,158,1330,199,33.6,7.04105574926723,1811,131,731300,102317,1665347.3359375,8423.48927275831,White (Non-Hispanic),719ed9,33.76954995212257,16.76560078411582,186.87072657535117,11.580197924298318,92.56007393715342,66.40039940089866,10.718639760799228,,
95519,53033005402,463900,0,Census Tract 54.02,Washington,King County,3076,545,207,168,6.7,5.32990235825432,215,110,7,3.35479547602667,422,201,13.7,6.06553668522985,33.5,1.7,2641,570,0,13,0,13,243,117,0,13,0,13,98,84,94,70,85.9,10.5816050531796,0,0.422626788036411,0,0.422626788036411,7.9,3.5367455686829,0,0.422626788036411,0,0.422626788036411,3.2,2.67184095560368,3.1,2.21033315767473,319,144,10.4,4.30573344624781,105882,11173,1871,261,1660,272,211,159,1660,272,531,227,1129,164,32,12.6303254185555,1911,191,887900,46665,1021768.3359375,4551.99521904693,White (Non-Hispanic),719ed9,14.141742522756829,26.8336502593278,114.63218646262015,16.321768411964342,88.72260823089258,68.01204819277108,14.481098644500698,,
95520,53033005803,832097,0,Census Tract 58.03,Washington,King County,3268,394,441,160,13.5,4.61773848535545,308,113,9.4,3.26574222579012,749,196,22.9,5.32309110381136,35.1,2.2,1917,389,87,118,0,13,519,261,4,6,0,13,403,220,338,266,58.7,9.57458717776688,2.7,3.59647778988676,0,0.397796817625459,15.9,7.75362522112119,0.1,0.183004528880961,0,0.397796817625459,12.3,6.56572015983531,10.3,8.04345357090168,768,248,23.5,7.03998196875745,131385,33592,1546,162,1497,173,49,60,1497,173,676,117,821,196,45.2,5.81815344514652,1672,160,863000,75653,1831922.734375,7750.36702875196,White (Non-Hispanic),719ed9,41.34026927784578,15.893732087007827,205.61564660268775,7.518883049728917,96.83053040103493,54.843019372077485,7.280574337286021,,
95521,53033005804,2334443,1169687,Census Tract 58.04,Washington,King County,2319,293,152,92,6.6,3.87982698445904,263,116,11.3,4.79252612185192,415,148,17.9,5.96810380684103,33.5,0.7,1748,315,36,50,11,25,173,129,0,13,0,13,64,59,287,155,75.4,9.68546544478097,1.6,2.14716173117451,0.5,1.07638369704043,7.5,5.48230537947906,0,0.560586459680897,0,0.560586459680897,2.8,2.52019159285281,12.4,6.49843284600095,325,177,14,7.42436147357426,82289,7888,1693,248,1529,245,164,123,1529,245,432,115,1097,253,28.3,6.00610180880596,1651,166,583300,90340,5138035.8515625,21666.22683162,White (Non-Hispanic),719ed9,24.622682190599395,4.02008532379905,576.8534280283646,2.9348876469132343,90.31305375073833,71.74623937213866,2.650586658080529,,
95522,53033005901,778385,173882,Census Tract 59.01,Washington,King County,4023,575,235,110,5.8,2.60369234844688,136,100,3.4,2.43829442892739,371,149,9.2,3.46122621153261,24.1,6.4,2485,472,85,48,6,12,739,250,0,13,16,24,466,237,226,106,61.8,7.72705834656847,2.1,1.15429036313395,0.1,0.297522199506475,18.4,5.63239467889523,0,0.323141933880189,0.4,0.593855326458709,11.6,5.65370464532813,5.6,2.50952988827011,471,160,11.7,3.60797037328862,140036,49293,1353,271,1297,288,56,80,1297,288,638,150,659,258,49.2,3.80073207537064,1681,178,799700,127674,1714288.203125,7558.50958256819,White (Non-Hispanic),719ed9,38.230176485210045,20.915746561553593,192.3431223533231,7.03430402629431,95.8610495195861,50.80956052428681,6.743157666004229,,
95523,53033005902,1022976,0,Census Tract 59.02,Washington,King County,4186,515,1026,244,24.5,4.9883458267737,355,135,8.5,3.05159650741886,1381,279,33,5.28668043115214,33.2,2.6,2618,500,77,90,0,13,385,194,0,13,36,54,811,311,259,192,62.5,9.13608961068768,1.8,2.1380803323297,0,0.31055900621118,9.2,4.49423766574261,0,0.31055900621118,0.9,1.28566792764183,19.4,7.0367904828422,6.2,4.52311033700918,311,156,7.4,3.61287540369793,164828,54888,1782,188,1716,195,66,69,1716,195,1159,177,557,164,67.5,6.89098873091225,1798,331,1083500,73917,2252322.6953125,6867.88373244453,White (Non-Hispanic),719ed9,37.45819397993311,16.559666095945634,252.7828747117597,7.049528185135003,96.29629629629629,32.45920745920746,6.788434548648521,,
95524,53033006701,380256,105441,Census Tract 67.01,Washington,King County,3411,565,123,67,3.6,1.87121600749471,18,51,0.5,1.49260548867342,141,84,4.1,2.36551888078329,29.6,1.1,1346,451,152,204,0,13,1572,447,0,13,0,13,99,119,242,181,39.5,11.4933270036603,4.5,5.93492706002654,0,0.381119906185869,46.1,10.6516718719584,0,0.381119906185869,0,0.381119906185869,2.9,3.45543004221086,7.1,5.17459686890682,1550,437,45.4,10.3672543717623,153387,28285,2397,296,1992,300,405,235,1992,300,120,85,1872,303,6,4.16950608623218,2230,87,467200,73778,836839.2578125,5052.7487744606,Asian,14915a,60.53943125183231,36.30140551840376,93.96330393518019,25.509958671244156,83.10387984981227,93.97590361445783,21.199765403887508,,
95525,53033006702,304748,0,Census Tract 67.02,Washington,King County,2922,572,151,76,5.2,2.3961702063839,274,178,9.4,5.80856908876365,425,194,14.5,5.99777912976,33.6,2.2,1984,519,126,165,0,13,682,244,0,13,0,13,0,13,130,127,67.9,11.7819840546874,4.3,5.58336816179451,0,0.444900752908966,23.3,6.98958384097066,0,0.444900752908966,0,0.444900752908966,0,0.444900752908966,4.4,4.25818635366448,864,264,29.6,6.9372471640449,114222,19657,2351,365,1980,403,371,280,1980,403,570,262,1410,383,28.8,11.8643323861211,2113,227,871700,228984,670541.796875,3883.84890697729,White (Non-Hispanic),719ed9,32.10130047912389,38.80227094600318,75.30487079135712,31.21976009378969,84.2194810718843,71.21212121212122,26.2931199428769,,
95526,53033006703,597133,0,Census Tract 67.03,Washington,King County,3085,497,260,104,8.4,3.08564023678113,410,165,13.3,4.90121076503418,670,195,21.7,5.26423534378341,41.5,4.3,2254,460,17,40,0,13,398,239,0,13,0,13,163,116,253,148,73.1,9.15345958497739,0.6,1.29355369319656,0,0.421393841166937,12.9,7.46316279830133,0,0.421393841166937,0,0.421393841166937,5.3,3.66251645808298,8.2,4.611893173611,352,159,11.4,4.81502845309701,103393,20498,1882,423,1882,423,0,13,1882,423,1066,399,816,189,56.6,16.9528997394264,1768,178,673700,346449,1314232.2578125,4907.41215561154,White (Non-Hispanic),719ed9,26.93679092382496,20.907489726918065,147.5547777516356,12.754585305043696,100,43.35812964930925,12.754585305043696,,
95527,53033007001,358281,0,Census Tract 70.01,Washington,King County,3624,583,81,91,2.2,2.48516047851384,798,263,22,6.33388732745016,879,278,24.3,6.6045685513947,44.5,11.5,2733,612,164,134,1,4,201,134,0,13,0,13,240,140,285,159,75.4,11.7473332458667,4.5,3.6251953689844,0,0.110285974535919,5.5,3.58830330222212,0,0.358719646799117,0,0.358719646799117,6.6,3.71332475024069,7.9,4.20105487433072,93,72,2.6,1.94338973128029,58088,16814,3143,541,2870,535,273,216,2870,535,1010,394,1860,511,35.2,12.0593953305362,1402,78,534700,316748,788336.53125,4310.38992821557,White (Non-Hispanic),719ed9,24.58609271523179,40.93381361215728,88.53316317743914,35.50082124255252,91.31403118040089,64.80836236933798,32.41723097872279,,
95528,53033007002,441021,0,Census Tract 70.02,Washington,King County,3534,406,144,98,4.1,2.73326481698058,331,164,9.4,4.51416218777422,475,191,13.4,5.17936032375485,33.9,2.9,2424,343,80,77,0,13,404,261,0,13,0,13,394,216,232,156,68.6,5.66627828108059,2.3,2.1632577911672,0,0.367855121675156,11.4,7.26768731451444,0,0.367855121675156,0,0.367855121675156,11.1,5.9763450544649,6.6,4.34935641986416,411,201,11.6,5.52844775633095,69613,21500,2503,249,2245,274,258,203,2245,274,581,125,1664,288,25.9,4.58531407566841,1641,90,634900,142069,970420.6640625,4292.44650896559,White (Non-Hispanic),719ed9,31.40916808149406,32.42836644232663,108.97866244003278,22.967798869593533,89.69236915701158,74.12026726057907,20.600362949355766,,
95529,53033007101,495054,0,Census Tract 71.01,Washington,King County,2784,485,84,40,3,1.33718039863773,87,66,3.1,2.30733440538965,171,77,6.1,2.55042991858436,31.3,4.1,1668,299,191,166,0,13,582,282,0,13,0,13,191,149,152,87,59.9,2.53052113066198,6.9,5.84163012480628,0,0.466954022988506,20.9,9.45196274146753,0,0.466954022988506,0,0.466954022988506,6.9,5.21685249139237,5.5,2.97673438935136,545,234,19.6,7.68221269616364,112258,16993,2050,282,1860,296,190,168,1860,296,295,141,1565,279,15.9,7.14812209036857,1827,60,424500,60272,1089035.0078125,4070.46293653882,White (Non-Hispanic),719ed9,40.08620689655172,22.758018882710548,122.33050751684837,16.75788028360511,90.73170731707317,84.13978494623656,15.2047108914661,,
95530,53033007102,335908,0,Census Tract 71.02,Washington,King County,2538,379,0,37,0,1.45784081954295,303,129,11.9,4.75982693959557,303,134,11.9,4.96964990874524,31.5,2.2,1318,265,178,114,133,171,642,320,26,41,17,28,107,83,117,75,51.9,6.99166976916228,7,4.36792152771402,5.2,6.69198991202525,25.3,12.0292121580271,1,1.60818562161751,0.7,1.09868720110761,4.2,3.20912080718854,4.6,2.87378101586198,920,302,36.2,10.5966042730058,96154,23351,1882,183,1680,214,202,133,1680,214,339,121,1341,176,20.2,6.72811354153258,1866,144,656600,29331,738984.484375,5199.25273970598,White (Non-Hispanic),719ed9,48.06934594168637,30.57659120964969,83.00467447787413,22.673421850496734,89.26673751328374,79.82142857142858,20.23982396856244,,
95531,53033007201,150744,0,Census Tract 72.01,Washington,King County,5202,783,3,83,0.1,1.59551656391223,851,444,16.4,8.17227543062782,854,452,16.4,8.33019275084705,33.7,2.2,2390,496,129,97,0,18,2144,716,0,18,9,15,125,88,405,255,45.9,6.56423486884958,2.5,1.82692694187095,0,0.346020761245675,41.2,12.2866163864708,0,0.346020761245675,0.2,0.287172310954559,2.4,1.65253962194983,7.8,4.75982787504499,2256,619,43.4,9.9489573613426,109335,44419,3816,434,3535,447,281,245,3535,447,747,297,2788,371,21.1,7.96545740820563,1944,187,945400,119944,331561.0625,2653.74424247739,White (Non-Hispanic),719ed9,54.0561322568243,139.65230529456832,37.24965362388707,102.44390561400859,92.63626834381552,78.86845827439886,94.90021130647808,,
95532,53033007202,280585,0,Census Tract 72.02,Washington,King County,3479,589,25,54,0.7,1.5473949576742,184,111,5.3,3.06234911058024,209,123,6,3.38604648041472,31.7,1.3,1606,534,65,73,0,13,1437,399,0,13,21,33,54,65,296,202,46.2,13.2105421118062,1.9,2.0743251811752,0,0.373670594998563,41.3,9.09019760577815,0,0.373670594998563,0.6,0.943027306566173,1.6,1.84978025777585,8.5,5.62475163845922,1735,483,49.9,11.0208333630649,173264,56633,2179,252,1932,318,247,205,1932,318,377,98,1555,334,19.5,3.92606127333026,2192,305,890500,39158,617094.1640625,3432.24155722218,White (Non-Hispanic),719ed9,53.837309571716006,50.177356214798856,69.33406345896589,31.427553662560133,88.66452501147315,80.48654244306418,27.865091177634774,,
95533,53033007203,579631,0,Census Tract 72.03,Washington,King County,2920,548,65,81,2.2,2.74233467904789,139,237,4.8,8.06712265385955,204,250,7,8.46065535775745,32.5,3.9,1507,470,98,102,85,92,1062,402,0,13,0,13,59,67,109,125,51.6,12.8555886222423,3.4,3.43589635279988,2.9,3.10296121480927,36.4,11.9559684596109,0,0.445205479452055,0,0.445205479452055,2,2.26296992306293,3.7,4.22311034438492,1072,596,36.7,19.2129445401131,120000,45315,2218,363,1982,365,236,211,1982,365,204,128,1778,361,10.3,6.17369963145249,2092,156,435700,137433,1275105.0625,5646.63239874237,White (Non-Hispanic),719ed9,48.39041095890411,20.386799107376554,143.2299393651972,15.48558918498671,89.35978358881876,89.70736629667003,13.837888983157647,,
95534,53033007301,250787,0,Census Tract 73.01,Washington,King County,2658,462,0,37,0,1.39202407825433,95,81,3.6,2.98341065076093,95,89,3.6,3.29024789751452,28.9,2.6,1381,361,86,74,0,13,780,303,33,51,15,25,109,107,254,189,52,10.1442497019325,3.2,2.7266558254522,0,0.489089541008277,29.3,10.194750825342,1.2,1.90656207785846,0.6,0.935427992114336,4.1,3.96197643562749,9.6,6.91389149872376,852,276,32.1,8.76245783019994,91232,30671,2238,257,1916,271,322,208,1916,271,0,13,1916,271,0,0.678496868475992,2106,175,,,551697.59375,3357.09522614307,White (Non-Hispanic),719ed9,48.043641835966895,42.89115612347928,61.97081730200716,36.113772537376455,85.61215370866846,100,30.91777845469763,,
95535,53033007302,312981,0,Census Tract 73.02,Washington,King County,4686,646,294,147,6.3,3.0154118734253,153,114,3.3,2.39077633720448,447,186,9.5,3.74510390380716,32.5,2.3,1681,322,358,200,0,13,1524,498,0,13,0,13,496,193,627,312,35.9,4.77091425738997,7.6,4.13604521272045,0,0.277422108408024,32.5,9.6353655338876,0,0.277422108408024,0,0.277422108408024,10.6,3.85150293330142,13.4,6.39751976571134,1555,509,33.2,9.85183601504076,132978,13679,3482,392,3091,303,391,323,3091,303,469,168,2622,331,15.2,5.22766016234433,2459,193,783700,213130,688369.7734375,3526.62836935839,White (Non-Hispanic),719ed9,64.12718736662399,60.59016104928428,77.33928939697633,45.02239453128636,88.77082136703044,84.8269168553866,39.9667494245279,,
95536,53033007303,313527,0,Census Tract 73.03,Washington,King County,2700,414,124,78,4.6,2.80174674977423,501,157,18.6,5.07119242314789,625,175,23.1,5.42323561444617,30.7,3.2,1376,280,66,25,0,13,1132,340,0,13,0,13,73,80,53,78,51,6.81769529390694,2.4,0.846671527156263,0,0.481481481481481,41.9,10.8280169263036,0,0.481481481481481,0,0.481481481481481,2.7,2.93381713389847,2,2.87316644911011,1218,323,45.1,9.76048571954703,123095,24265,2036,264,1844,206,192,220,1844,206,127,81,1717,196,6.9,4.32471779759784,2231,139,710400,166755,689708.453125,3611.6401640555,White (Non-Hispanic),719ed9,49.03703703703704,34.85030743916726,77.47420893525741,26.279713313386868,90.56974459724951,93.11279826464208,23.801469228823862,,
95537,53033007403,118559,0,Census Tract 74.03,Washington,King County,2725,515,33,43,1.2,1.56129586798775,76,72,2.8,2.58909304385263,109,84,4,2.9884360352656,32.6,2.9,1736,383,105,69,4,7,644,250,0,13,0,13,74,65,162,133,63.7,7.25151135485582,3.9,2.42513400035917,0.1,0.255378357591878,23.6,8.01367853150292,0,0.477064220183486,0,0.477064220183486,2.7,2.32945468286917,5.9,4.74965448099892,514,193,18.9,6.12003718392343,85260,23492,1958,298,1911,308,47,74,1911,308,247,95,1664,317,12.9,4.5136894016912,1782,139,369800,41079,260819.4140625,2363.95383551716,White (Non-Hispanic),719ed9,36.293577981651374,93.01431144864408,29.296566921366207,66.8337694739248,97.59959141981614,87.07482993197279,65.22948593701241,,
95538,53033007404,153725,0,Census Tract 74.04,Washington,King County,3052,382,49,56,1.6,1.82382527373681,65,64,2.1,2.07997359430501,114,85,3.7,2.74553812655621,32.6,1.6,1983,421,107,82,0,13,374,173,0,13,0,13,404,175,184,104,65,11.1420583400141,3.5,2.65068644378933,0,0.425950196592398,12.3,5.45695952106684,0,0.425950196592398,0,0.425950196592398,13.2,5.48935951759624,6,3.32300159098055,397,141,13,4.32353075617345,97794,22442,2062,308,2046,309,16,26,2046,309,349,102,1697,304,17.1,4.26813691672198,1652,126,505700,152794,338181.65625,2612.01460451369,White (Non-Hispanic),719ed9,35.026212319790304,80.34480924485001,37.98627476604071,54.282764306317404,99.22405431619786,82.9423264907136,53.86155953963405,,
95539,53033007405,131830,0,Census Tract 74.05,Washington,King County,2606,454,154,142,5.9,5.35082524669252,115,117,4.4,4.42332801144282,269,184,10.3,6.8277848288754,29.2,2.7,1701,400,103,83,77,100,367,327,0,13,0,13,160,90,198,147,65.3,10.309731694259,4,3.10963597016364,3,3.8026163135802,14.1,12.3057772523803,0,0.498848810437452,0,0.498848810437452,6.1,3.28375743907666,7.6,5.48333005382723,498,339,19.1,12.5752205315873,76250,30855,2073,327,1850,340,223,147,1850,340,131,92,1719,346,7.1,4.79967184194776,1438,157,419700,161755,289969.578125,2265.84540239277,White (Non-Hispanic),719ed9,34.72755180353032,79.9977837880164,32.57590243881702,63.63599608309977,89.24264351181861,92.91891891891892,56.790445129635586,,
95540,53033007406,150829,0,Census Tract 74.06,Washington,King County,2414,355,0,37,0,1.53272576636288,140,86,5.8,3.45895811531285,140,94,5.8,3.79940492900856,30,1.9,1170,250,68,54,0,13,679,297,0,13,0,13,295,127,202,159,48.5,7.51333415871024,2.8,2.19826001017756,0,0.538525269262635,28.1,11.5870448254842,0,0.538525269262635,0,0.538525269262635,12.2,4.94451855852511,8.4,6.47060422098741,639,251,26.5,9.641492566867,56801,11331,2018,266,1914,267,104,105,1914,267,339,100,1575,288,17.7,4.60353329659326,1526,161,468100,53485,331769.6171875,3057.67044636517,White (Non-Hispanic),719ed9,51.53272576636289,64.76945019640398,37.27065758131178,54.14446996534517,94.84638255698712,82.2884012539185,51.35407111678427,,
95541,53033007501,298283,0,Census Tract 75.01,Washington,King County,4156,845,377,262,9.1,6.02830651658485,455,321,10.9,7.39606494928566,832,414,20,9.09197312569892,35,6.5,2762,685,221,245,98,131,502,522,134,173,50,81,299,235,90,111,66.5,9.4382444983406,5.3,5.79509735500912,2.4,3.11539417242805,12.1,12.3177132825937,3.2,4.1107120290716,1.2,1.93357836304493,7.2,5.4619949642165,2.2,2.63429468973899,755,496,18.2,11.3485986075097,68798,32057,3151,459,2844,545,307,276,2844,545,465,247,2379,591,16.4,8.1000821203354,1508,235,641400,47028,656177.25,3263.27670155564,White (Non-Hispanic),719ed9,33.54186717998075,56.385162049108004,73.70733450017187,42.75015534570244,90.2570612503967,83.64978902953587,38.58503389501039,,
95542,53033007502,315931,0,Census Tract 75.02,Washington,King County,2359,595,112,137,4.7,5.68274191104154,97,170,4.1,7.13142270760119,209,218,8.9,8.96695255652613,32.6,1.9,1336,457,62,101,0,13,287,242,0,13,0,13,428,293,246,265,56.6,13.0862119677293,2.6,4.22984442601223,0,0.551080966511234,12.2,9.78887764939605,0,0.551080966511234,0,0.551080966511234,18.1,11.5467594655827,10.4,10.9213088182417,480,340,20.3,13.4681840382015,101375,44641,2099,231,1757,398,342,349,1757,398,234,177,1523,337,13.3,9.61164995540887,1763,95,478400,154263,694886.8515625,3346.40536940581,White (Non-Hispanic),719ed9,43.365832980076306,30.217149632171015,78.06825027230448,26.88673042726874,83.70652691757981,86.68184405236198,22.505948242358826,,
